"Year","Week","Offense","n","Date","Month","rollingavg","ytd","monthly_n"
2017,26,"Rape",55,2017-06-26,6,1455,713,139
2017,26,"Robbery",277,2017-06-26,6,14731,6678,1117
2018,26,"Burglary",220,2018-06-25,6,11898,5570,883
2018,26,"Fel. Assault",390,2018-06-25,6,20166,10031,1734
2018,26,"G.L.A.",120,2018-06-25,6,5539,2397,426
2018,26,"Gr. Larceny",943,2018-06-25,6,43120,20658,3597
2018,26,"Misd. Assault",1024,2018-06-25,6,52523,26537,4475
2018,26,"Murder",5,2018-06-25,6,309,153,32
2018,26,"Petit Larceny",1759,2018-06-25,6,85521,41138,6994
2018,26,"Rape",49,2018-06-25,6,1578,805,131
2018,26,"Robbery",250,2018-06-25,6,13561,6273,1028
2019,26,"Burglary",217,2019-07-01,7,11121,4965,1109
2019,26,"Fel. Assault",486,2019-07-01,7,20379,10070,2372
2019,26,"G.L.A.",121,2019-07-01,7,5150,2153,634
2019,26,"Gr. Larceny",959,2019-07-01,7,42722,19930,4504
2019,26,"Misd. Assault",1215,2019-07-01,7,52651,26235,5725
2019,26,"Murder",5,2019-07-01,7,278,128,38
2019,26,"Petit Larceny",1847,2019-07-01,7,85970,41064,9447
2019,26,"Rape",58,2019-07-01,7,1600,816,180
2019,26,"Robbery",284,2019-07-01,7,12569,5921,1385
2020,26,"Burglary",252,2020-06-29,6,13334,7449,2024
2020,26,"Fel. Assault",543,2020-06-29,6,20457,9716,2374
2020,26,"G.L.A.",180,2020-06-29,6,6741,3514,816
2020,26,"Gr. Larceny",642,2020-06-29,6,39228,16156,2764
2020,26,"Misd. Assault",969,2020-06-29,6,47615,21348,4256
2020,26,"Murder",8,2020-06-29,6,350,179,51
2020,26,"Petit Larceny",1514,2020-06-29,6,85998,38299,6925
2020,26,"Rape",21,2020-06-29,6,1377,597,119
2020,26,"Robbery",240,2020-06-29,6,13440,5961,1143
2021,26,"Burglary",246,2021-06-28,6,13785,5676,891
2021,26,"Fel. Assault",504,2021-06-28,6,21563,10555,1997
2021,26,"G.L.A.",228,2021-06-28,6,9909,4386,845
2021,26,"Gr. Larceny",729,2021-06-28,6,35827,16481,2941
2021,26,"Misd. Assault",1071,2021-06-28,6,43644,21814,4026
2021,26,"Murder",5,2021-06-28,6,492,219,37
2021,26,"Petit Larceny",1681,2021-06-28,6,82417,38743,6541
2021,26,"Rape",37,2021-06-28,6,1279,603,108
2021,26,"Robbery",281,2021-06-28,6,13009,5867,1067
2022,26,"Burglary",287,2022-06-27,6,14803,7644,1201
2022,26,"Fel. Assault",568,2022-06-27,6,25185,12720,2375
2022,26,"G.L.A.",278,2022-06-27,6,12448,6439,1078
2022,26,"Gr. Larceny",1109,2022-06-27,6,49771,24227,4326
2022,26,"Misd. Assault",1289,2022-06-27,6,54041,27638,4951
2022,26,"Murder",11,2022-06-27,6,464,208,33
2022,26,"Petit Larceny",2463,2022-06-27,6,104253,55928,9759
2022,26,"Rape",31,2022-06-27,6,1351,678,127
2022,26,"Robbery",397,2022-06-27,6,16188,8244,1485
2023,26,"Burglary",252,2023-06-26,6,15063,6938,949
2023,26,"Fel. Assault",665,2023-06-26,6,27004,13610,2484
2023,26,"G.L.A.",338,2023-06-26,6,14832,7528,1330
2023,26,"Gr. Larceny",1059,2023-06-26,6,50820,24144,3992
2023,26,"Misd. Assault",1202,2023-06-26,6,55629,28510,4823
2023,26,"Murder",11,2023-06-26,6,411,190,33
2023,26,"Petit Larceny",2224,2023-06-26,6,113571,53856,9054
2023,26,"Rape",33,2023-06-26,6,1242,583,84
2023,26,"Robbery",369,2023-06-26,6,17021,7884,1364
2024,26,"Burglary",209,2024-06-24,6,12915,6277,930
2024,26,"Fel. Assault",662,2024-06-24,6,28410,14453,2640
2024,26,"G.L.A.",295,2024-06-24,6,14795,6726,1198
2024,26,"Gr. Larceny",941,2024-06-24,6,46615,22894,3620
2024,26,"Misd. Assault",1379,2024-06-24,6,60025,30722,5510
2024,26,"Murder",2,2024-06-24,6,333,150,28
2024,26,"Petit Larceny",2056,2024-06-24,6,105832,52178,8373
2024,26,"Rape",26,2024-06-24,6,1145,629,112
2024,26,"Robbery",351,2024-06-24,6,17155,8227,1330
2025,26,"Murder",3,2025-06-30,6,278,113,28
2025,26,"Rape",46,2025-06-30,6,1694,920,194
2025,26,"Robbery",323,2025-06-30,6,15140,6726,1539
2025,26,"Fel. Assault",696,2025-06-30,6,28054,13273,3085
2025,26,"Burglary",198,2025-06-30,6,11811,5421,998
2025,26,"Gr. Larceny",900,2025-06-30,6,44443,21211,4475
2025,26,"G.L.A.",317,2025-06-30,6,14021,6400,1465
2025,26,"Petit Larceny",1931,2025-06-30,6,106920,50384,9937
2025,26,"Misd. Assault",1032,2025-06-30,6,50932,22345,5049
2006,27,"Burglary",433,2006-07-03,7,NA,11496,2255
2006,27,"Fel. Assault",410,2006-07-03,7,NA,8686,1908
2006,27,"G.L.A.",292,2006-07-03,7,NA,8034,1555
2006,27,"Gr. Larceny",839,2006-07-03,7,NA,22504,4589
2006,27,"Misd. Assault",1110,2006-07-03,7,NA,27377,5449
2006,27,"Murder",7,2006-07-03,7,NA,267,55
2006,27,"Petit Larceny",1557,2006-07-03,7,NA,40349,8073
2006,27,"Rape",29,2006-07-03,7,NA,839,146
2006,27,"Robbery",399,2006-07-03,7,NA,11031,2212
2007,27,"Burglary",407,2007-07-02,7,22009,10541,2331
2007,27,"Fel. Assault",403,2007-07-02,7,16970,8692,1894
2007,27,"G.L.A.",271,2007-07-02,7,14293,6488,1335
2007,27,"Gr. Larceny",816,2007-07-02,7,45406,21841,4467
2007,27,"Misd. Assault",1051,2007-07-02,7,50616,26581,5308
2007,27,"Murder",10,2007-07-02,7,529,230,60
2007,27,"Petit Larceny",1547,2007-07-02,7,79392,39819,8318
2007,27,"Rape",22,2007-07-02,7,1379,687,126
2007,27,"Robbery",398,2007-07-02,7,21735,9905,2042
2008,27,"Burglary",386,2008-07-07,7,20836,9803,1631
2008,27,"Fel. Assault",376,2008-07-07,7,16939,8357,1481
2008,27,"G.L.A.",231,2008-07-07,7,12525,5920,1004
2008,27,"Gr. Larceny",814,2008-07-07,7,44321,21731,3371
2008,27,"Misd. Assault",1084,2008-07-07,7,50929,26574,4273
2008,27,"Murder",12,2008-07-07,7,516,260,42
2008,27,"Petit Larceny",1591,2008-07-07,7,80707,40979,6831
2008,27,"Rape",26,2008-07-07,7,1321,709,106
2008,27,"Robbery",393,2008-07-07,7,22112,10682,1728
2009,27,"Burglary",360,2009-07-06,7,19581,8797,1563
2009,27,"Fel. Assault",354,2009-07-06,7,16321,8470,1445
2009,27,"G.L.A.",205,2009-07-06,7,11655,5168,822
2009,27,"Gr. Larceny",696,2009-07-06,7,40881,19060,3096
2009,27,"Misd. Assault",1049,2009-07-06,7,49605,26133,4145
2009,27,"Murder",11,2009-07-06,7,459,210,49
2009,27,"Petit Larceny",1537,2009-07-06,7,81889,40252,6597
2009,27,"Rape",20,2009-07-06,7,1222,635,76
2009,27,"Robbery",332,2009-07-06,7,20589,9010,1400
2010,27,"Burglary",357,2010-07-05,7,19701,9134,1475
2010,27,"Fel. Assault",402,2010-07-05,7,17047,8794,1530
2010,27,"G.L.A.",207,2010-07-05,7,10628,5209,881
2010,27,"Gr. Larceny",673,2010-07-05,7,38295,18484,2942
2010,27,"Misd. Assault",1166,2010-07-05,7,51694,27771,4403
2010,27,"Murder",18,2010-07-05,7,495,252,72
2010,27,"Petit Larceny",1564,2010-07-05,7,80737,40516,6861
2010,27,"Rape",22,2010-07-05,7,1337,740,118
2010,27,"Robbery",342,2010-07-05,7,18844,9323,1593
2011,27,"Burglary",353,2011-07-04,7,18432,8927,1524
2011,27,"Fel. Assault",388,2011-07-04,7,17878,9580,1582
2011,27,"G.L.A.",163,2011-07-04,7,9504,4446,799
2011,27,"Gr. Larceny",717,2011-07-04,7,38255,18781,2994
2011,27,"Misd. Assault",1097,2011-07-04,7,51782,27003,4289
2011,27,"Murder",17,2011-07-04,7,515,238,45
2011,27,"Petit Larceny",1631,2011-07-04,7,80706,39962,6990
2011,27,"Rape",22,2011-07-04,7,1502,808,108
2011,27,"Robbery",386,2011-07-04,7,19519,9296,1578
2012,27,"Burglary",372,2012-07-02,7,19168,9294,1828
2012,27,"Fel. Assault",489,2012-07-02,7,19020,10119,2148
2012,27,"G.L.A.",150,2012-07-02,7,8798,3974,862
2012,27,"Gr. Larceny",896,2012-07-02,7,40958,20940,4470
2012,27,"Misd. Assault",1307,2012-07-02,7,52693,28965,5885
2012,27,"Murder",23,2012-07-02,7,482,226,59
2012,27,"Petit Larceny",1644,2012-07-02,7,83207,42184,8705
2012,27,"Rape",49,2012-07-02,7,1410,761,191
2012,27,"Robbery",428,2012-07-02,7,20294,9870,2115
2013,27,"Burglary",360,2013-07-08,7,18437,8509,1856
2013,27,"Fel. Assault",506,2013-07-08,7,19677,10328,2337
2013,27,"G.L.A.",127,2013-07-08,7,7524,3470,779
2013,27,"Gr. Larceny",862,2013-07-08,7,43692,21856,4750
2013,27,"Misd. Assault",1137,2013-07-08,7,52562,27267,5715
2013,27,"Murder",7,2013-07-08,7,354,166,34
2013,27,"Petit Larceny",1747,2013-07-08,7,81875,41255,8980
2013,27,"Rape",33,2013-07-08,7,1470,763,166
2013,27,"Robbery",388,2013-07-08,7,19229,9060,1981
2014,27,"Burglary",324,2014-07-07,7,17150,8281,1413
2014,27,"Fel. Assault",491,2014-07-07,7,20572,10535,1755
2014,27,"G.L.A.",150,2014-07-07,7,7519,3649,702
2014,27,"Gr. Larceny",893,2014-07-07,7,45585,21997,3566
2014,27,"Misd. Assault",1093,2014-07-07,7,54212,28046,4392
2014,27,"Murder",12,2014-07-07,7,316,160,29
2014,27,"Petit Larceny",1748,2014-07-07,7,85878,42131,7247
2014,27,"Rape",24,2014-07-07,7,1336,667,105
2014,27,"Robbery",318,2014-07-07,7,18136,8120,1318
2015,27,"Burglary",264,2015-07-06,7,15753,7247,1216
2015,27,"Fel. Assault",462,2015-07-06,7,19683,10002,1848
2015,27,"G.L.A.",146,2015-07-06,7,7485,3490,600
2015,27,"Gr. Larceny",810,2015-07-06,7,43371,21111,3563
2015,27,"Misd. Assault",1114,2015-07-06,7,52148,26491,4434
2015,27,"Murder",7,2015-07-06,7,359,172,32
2015,27,"Petit Larceny",1653,2015-07-06,7,83363,40549,6890
2015,27,"Rape",28,2015-07-06,7,1427,736,112
2015,27,"Robbery",319,2015-07-06,7,16413,8002,1377
2016,27,"Burglary",231,2016-07-04,7,14359,6504,1033
2016,27,"Fel. Assault",465,2016-07-04,7,20837,10457,1921
2016,27,"G.L.A.",120,2016-07-04,7,6828,3020,548
2016,27,"Gr. Larceny",886,2016-07-04,7,45112,22074,3575
2016,27,"Misd. Assault",1101,2016-07-04,7,52812,27196,4316
2016,27,"Murder",6,2016-07-04,7,340,160,31
2016,27,"Petit Larceny",1617,2016-07-04,7,81525,40567,6600
2016,27,"Rape",51,2016-07-04,7,1496,770,147
2016,27,"Robbery",309,2016-07-04,7,16592,7677,1255
2017,27,"Burglary",231,2017-07-03,7,12456,6016,1201
2017,27,"Fel. Assault",498,2017-07-03,7,20802,10476,2148
2017,27,"G.L.A.",93,2017-07-03,7,5878,2600,598
2017,27,"Gr. Larceny",855,2017-07-03,7,43806,21506,4354
2017,27,"Misd. Assault",1084,2017-07-03,7,51292,26408,5267
2017,27,"Murder",11,2017-07-03,7,302,132,38
2017,27,"Petit Larceny",1717,2017-07-03,7,81024,40733,8929
2017,27,"Rape",32,2017-07-03,7,1436,745,148
2017,27,"Robbery",290,2017-07-03,7,14712,6968,1396
2018,27,"Burglary",223,2018-07-02,7,11890,5793,1201
2018,27,"Fel. Assault",438,2018-07-02,7,20106,10469,2170
2018,27,"G.L.A.",106,2018-07-02,7,5552,2503,672
2018,27,"Gr. Larceny",892,2018-07-02,7,43157,21550,4441
2018,27,"Misd. Assault",1193,2018-07-02,7,52632,27730,5503
2018,27,"Murder",2,2018-07-02,7,300,155,35
2018,27,"Petit Larceny",1698,2018-07-02,7,85502,42836,9041
2018,27,"Rape",29,2018-07-02,7,1575,834,158
2018,27,"Robbery",267,2018-07-02,7,13538,6540,1270
2019,27,"Burglary",230,2019-07-08,7,11128,5195,1109
2019,27,"Fel. Assault",528,2019-07-08,7,20469,10598,2372
2019,27,"G.L.A.",119,2019-07-08,7,5163,2272,634
2019,27,"Gr. Larceny",819,2019-07-08,7,42649,20749,4504
2019,27,"Misd. Assault",1198,2019-07-08,7,52656,27433,5725
2019,27,"Murder",11,2019-07-08,7,284,139,38
2019,27,"Petit Larceny",1781,2019-07-08,7,86053,42845,9447
2019,27,"Rape",40,2019-07-08,7,1611,856,180
2019,27,"Robbery",312,2019-07-08,7,12614,6233,1385
2020,27,"Burglary",297,2020-07-06,7,13401,7746,1211
2020,27,"Fel. Assault",517,2020-07-06,7,20446,10233,1883
2020,27,"G.L.A.",175,2020-07-06,7,6797,3689,806
2020,27,"Gr. Larceny",693,2020-07-06,7,39102,16849,2781
2020,27,"Misd. Assault",929,2020-07-06,7,47346,22277,3509
2020,27,"Murder",21,2020-07-06,7,360,200,54
2020,27,"Petit Larceny",1550,2020-07-06,7,85767,39849,6751
2020,27,"Rape",49,2020-07-06,7,1386,646,119
2020,27,"Robbery",267,2020-07-06,7,13395,6228,1040
2021,27,"Burglary",242,2021-07-05,7,13730,5918,972
2021,27,"Fel. Assault",514,2021-07-05,7,21560,11069,1976
2021,27,"G.L.A.",200,2021-07-05,7,9934,4586,915
2021,27,"Gr. Larceny",685,2021-07-05,7,35819,17166,2994
2021,27,"Misd. Assault",995,2021-07-05,7,43710,22809,4100
2021,27,"Murder",9,2021-07-05,7,480,228,31
2021,27,"Petit Larceny",1629,2021-07-05,7,82496,40372,6838
2021,27,"Rape",33,2021-07-05,7,1263,636,117
2021,27,"Robbery",286,2021-07-05,7,13028,6153,1156
2022,27,"Burglary",319,2022-07-04,7,14880,7963,1257
2022,27,"Fel. Assault",620,2022-07-04,7,25291,13340,2414
2022,27,"G.L.A.",279,2022-07-04,7,12527,6718,1138
2022,27,"Gr. Larceny",989,2022-07-04,7,50075,25216,4195
2022,27,"Misd. Assault",1218,2022-07-04,7,54264,28856,4554
2022,27,"Murder",12,2022-07-04,7,467,220,47
2022,27,"Petit Larceny",2384,2022-07-04,7,105008,58312,9665
2022,27,"Rape",20,2022-07-04,7,1338,698,117
2022,27,"Robbery",387,2022-07-04,7,16289,8631,1601
2023,27,"Burglary",232,2023-07-03,7,14976,7170,1370
2023,27,"Fel. Assault",635,2023-07-03,7,27019,14245,3043
2023,27,"G.L.A.",322,2023-07-03,7,14875,7850,1693
2023,27,"Gr. Larceny",933,2023-07-03,7,50764,25077,4890
2023,27,"Misd. Assault",1241,2023-07-03,7,55652,29751,5799
2023,27,"Murder",11,2023-07-03,7,410,201,38
2023,27,"Petit Larceny",2139,2023-07-03,7,113326,55995,11020
2023,27,"Rape",18,2023-07-03,7,1240,601,111
2023,27,"Robbery",334,2023-07-03,7,16968,8218,1740
2024,27,"Burglary",231,2024-07-01,7,12914,6508,1228
2024,27,"Fel. Assault",671,2024-07-01,7,28446,15124,3069
2024,27,"G.L.A.",262,2024-07-01,7,14735,6988,1530
2024,27,"Gr. Larceny",915,2024-07-01,7,46597,23809,4537
2024,27,"Misd. Assault",1389,2024-07-01,7,60173,32111,6466
2024,27,"Murder",11,2024-07-01,7,333,161,48
2024,27,"Petit Larceny",1985,2024-07-01,7,105678,54163,10679
2024,27,"Rape",24,2024-07-01,7,1151,653,122
2024,27,"Robbery",310,2024-07-01,7,17131,8537,1704
2025,27,"Murder",4,2025-07-07,7,280,117,26
2025,27,"Rape",35,2025-07-07,7,1703,955,168
2025,27,"Robbery",309,2025-07-07,7,15098,7035,1260
2025,27,"Fel. Assault",525,2025-07-07,7,27917,13798,2160
2025,27,"Burglary",212,2025-07-07,7,11814,5633,859
2025,27,"Gr. Larceny",1049,2025-07-07,7,44551,22260,3856
2025,27,"G.L.A.",317,2025-07-07,7,14043,6717,1244
2025,27,"Petit Larceny",2233,2025-07-07,7,107097,52617,8617
2025,27,"Misd. Assault",957,2025-07-07,7,50510,23302,3758
2006,28,"Burglary",444,2006-07-10,7,NA,11940,2255
2006,28,"Fel. Assault",353,2006-07-10,7,NA,9039,1908
2006,28,"G.L.A.",331,2006-07-10,7,NA,8365,1555
2006,28,"Gr. Larceny",892,2006-07-10,7,NA,23396,4589
2006,28,"Misd. Assault",1095,2006-07-10,7,NA,28472,5449
2006,28,"Murder",11,2006-07-10,7,NA,278,55
2006,28,"Petit Larceny",1604,2006-07-10,7,NA,41953,8073
2006,28,"Rape",26,2006-07-10,7,NA,865,146
2006,28,"Robbery",426,2006-07-10,7,NA,11457,2212
2007,28,"Burglary",442,2007-07-09,7,22007,10983,2331
2007,28,"Fel. Assault",328,2007-07-09,7,16945,9020,1894
2007,28,"G.L.A.",281,2007-07-09,7,14243,6769,1335
2007,28,"Gr. Larceny",823,2007-07-09,7,45337,22664,4467
2007,28,"Misd. Assault",1047,2007-07-09,7,50568,27628,5308
2007,28,"Murder",11,2007-07-09,7,529,241,60
2007,28,"Petit Larceny",1679,2007-07-09,7,79467,41498,8318
2007,28,"Rape",23,2007-07-09,7,1376,710,126
2007,28,"Robbery",373,2007-07-09,7,21682,10278,2042
2008,28,"Burglary",400,2008-07-14,7,20794,10203,1631
2008,28,"Fel. Assault",372,2008-07-14,7,16983,8729,1481
2008,28,"G.L.A.",247,2008-07-14,7,12491,6167,1004
2008,28,"Gr. Larceny",860,2008-07-14,7,44358,22591,3371
2008,28,"Misd. Assault",1012,2008-07-14,7,50894,27586,4273
2008,28,"Murder",9,2008-07-14,7,514,269,42
2008,28,"Petit Larceny",1683,2008-07-14,7,80711,42662,6831
2008,28,"Rape",27,2008-07-14,7,1325,736,106
2008,28,"Robbery",421,2008-07-14,7,22160,11103,1728
2009,28,"Burglary",407,2009-07-13,7,19588,9204,1563
2009,28,"Fel. Assault",334,2009-07-13,7,16283,8804,1445
2009,28,"G.L.A.",198,2009-07-13,7,11606,5366,822
2009,28,"Gr. Larceny",820,2009-07-13,7,40841,19880,3096
2009,28,"Misd. Assault",989,2009-07-13,7,49582,27122,4145
2009,28,"Murder",12,2009-07-13,7,462,222,49
2009,28,"Petit Larceny",1673,2009-07-13,7,81879,41925,6597
2009,28,"Rape",15,2009-07-13,7,1210,650,76
2009,28,"Robbery",326,2009-07-13,7,20494,9336,1400
2010,28,"Burglary",364,2010-07-12,7,19658,9498,1475
2010,28,"Fel. Assault",340,2010-07-12,7,17053,9134,1530
2010,28,"G.L.A.",224,2010-07-12,7,10654,5433,881
2010,28,"Gr. Larceny",733,2010-07-12,7,38208,19217,2942
2010,28,"Misd. Assault",1038,2010-07-12,7,51743,28809,4403
2010,28,"Murder",17,2010-07-12,7,500,269,72
2010,28,"Petit Larceny",1733,2010-07-12,7,80797,42249,6861
2010,28,"Rape",28,2010-07-12,7,1350,768,118
2010,28,"Robbery",422,2010-07-12,7,18940,9745,1593
2011,28,"Burglary",390,2011-07-11,7,18458,9317,1524
2011,28,"Fel. Assault",414,2011-07-11,7,17952,9994,1582
2011,28,"G.L.A.",196,2011-07-11,7,9476,4642,799
2011,28,"Gr. Larceny",791,2011-07-11,7,38313,19572,2994
2011,28,"Misd. Assault",1097,2011-07-11,7,51841,28100,4289
2011,28,"Murder",9,2011-07-11,7,507,247,45
2011,28,"Petit Larceny",1798,2011-07-11,7,80771,41760,6990
2011,28,"Rape",28,2011-07-11,7,1502,836,108
2011,28,"Robbery",372,2011-07-11,7,19469,9668,1578
2012,28,"Burglary",385,2012-07-09,7,19163,9679,1828
2012,28,"Fel. Assault",406,2012-07-09,7,19012,10525,2148
2012,28,"G.L.A.",184,2012-07-09,7,8786,4158,862
2012,28,"Gr. Larceny",851,2012-07-09,7,41018,21791,4470
2012,28,"Misd. Assault",1145,2012-07-09,7,52741,30110,5885
2012,28,"Murder",8,2012-07-09,7,481,234,59
2012,28,"Petit Larceny",1738,2012-07-09,7,83147,43922,8705
2012,28,"Rape",28,2012-07-09,7,1410,789,191
2012,28,"Robbery",390,2012-07-09,7,20312,10260,2115
2013,28,"Burglary",356,2013-07-15,7,18408,8865,1856
2013,28,"Fel. Assault",418,2013-07-15,7,19689,10746,2337
2013,28,"G.L.A.",148,2013-07-15,7,7488,3618,779
2013,28,"Gr. Larceny",955,2013-07-15,7,43796,22811,4750
2013,28,"Misd. Assault",1172,2013-07-15,7,52589,28439,5715
2013,28,"Murder",4,2013-07-15,7,350,170,34
2013,28,"Petit Larceny",1842,2013-07-15,7,81979,43097,8980
2013,28,"Rape",29,2013-07-15,7,1471,792,166
2013,28,"Robbery",370,2013-07-15,7,19209,9430,1981
2014,28,"Burglary",351,2014-07-14,7,17145,8632,1413
2014,28,"Fel. Assault",437,2014-07-14,7,20591,10972,1755
2014,28,"G.L.A.",178,2014-07-14,7,7549,3827,702
2014,28,"Gr. Larceny",910,2014-07-14,7,45540,22907,3566
2014,28,"Misd. Assault",1092,2014-07-14,7,54132,29138,4392
2014,28,"Murder",6,2014-07-14,7,318,166,29
2014,28,"Petit Larceny",1787,2014-07-14,7,85823,43918,7247
2014,28,"Rape",23,2014-07-14,7,1330,690,105
2014,28,"Robbery",334,2014-07-14,7,18100,8454,1318
2015,28,"Burglary",276,2015-07-13,7,15678,7523,1216
2015,28,"Fel. Assault",466,2015-07-13,7,19712,10468,1848
2015,28,"G.L.A.",154,2015-07-13,7,7461,3644,600
2015,28,"Gr. Larceny",889,2015-07-13,7,43350,22000,3563
2015,28,"Misd. Assault",1050,2015-07-13,7,52106,27541,4434
2015,28,"Murder",6,2015-07-13,7,353,178,32
2015,28,"Petit Larceny",1690,2015-07-13,7,83266,42239,6890
2015,28,"Rape",38,2015-07-13,7,1442,774,112
2015,28,"Robbery",331,2015-07-13,7,16410,8333,1377
2016,28,"Burglary",262,2016-07-11,7,14345,6766,1033
2016,28,"Fel. Assault",440,2016-07-11,7,20811,10897,1921
2016,28,"G.L.A.",138,2016-07-11,7,6812,3158,548
2016,28,"Gr. Larceny",885,2016-07-11,7,45108,22959,3575
2016,28,"Misd. Assault",994,2016-07-11,7,52756,28190,4316
2016,28,"Murder",3,2016-07-11,7,336,163,31
2016,28,"Petit Larceny",1564,2016-07-11,7,81399,42131,6600
2016,28,"Rape",28,2016-07-11,7,1486,798,147
2016,28,"Robbery",297,2016-07-11,7,16558,7974,1255
2017,28,"Burglary",242,2017-07-10,7,12436,6258,1201
2017,28,"Fel. Assault",371,2017-07-10,7,20733,10847,2148
2017,28,"G.L.A.",121,2017-07-10,7,5861,2721,598
2017,28,"Gr. Larceny",822,2017-07-10,7,43743,22328,4354
2017,28,"Misd. Assault",1037,2017-07-10,7,51335,27445,5267
2017,28,"Murder",11,2017-07-10,7,310,143,38
2017,28,"Petit Larceny",1806,2017-07-10,7,81266,42539,8929
2017,28,"Rape",35,2017-07-10,7,1443,780,148
2017,28,"Robbery",255,2017-07-10,7,14670,7223,1396
2018,28,"Burglary",235,2018-07-09,7,11883,6028,1201
2018,28,"Fel. Assault",397,2018-07-09,7,20132,10866,2170
2018,28,"G.L.A.",122,2018-07-09,7,5553,2625,672
2018,28,"Gr. Larceny",879,2018-07-09,7,43214,22429,4441
2018,28,"Misd. Assault",1032,2018-07-09,7,52627,28762,5503
2018,28,"Murder",13,2018-07-09,7,302,168,35
2018,28,"Petit Larceny",1812,2018-07-09,7,85508,44648,9041
2018,28,"Rape",35,2018-07-09,7,1575,869,158
2018,28,"Robbery",245,2018-07-09,7,13528,6785,1270
2019,28,"Burglary",214,2019-07-15,7,11107,5409,1109
2019,28,"Fel. Assault",451,2019-07-15,7,20523,11049,2372
2019,28,"G.L.A.",141,2019-07-15,7,5182,2413,634
2019,28,"Gr. Larceny",891,2019-07-15,7,42661,21640,4504
2019,28,"Misd. Assault",1102,2019-07-15,7,52726,28535,5725
2019,28,"Murder",11,2019-07-15,7,293,150,38
2019,28,"Petit Larceny",1947,2019-07-15,7,86188,44792,9447
2019,28,"Rape",27,2019-07-15,7,1603,883,180
2019,28,"Robbery",236,2019-07-15,7,12605,6469,1385
2020,28,"Burglary",319,2020-07-13,7,13506,8065,1211
2020,28,"Fel. Assault",478,2020-07-13,7,20473,10711,1883
2020,28,"G.L.A.",192,2020-07-13,7,6848,3881,806
2020,28,"Gr. Larceny",674,2020-07-13,7,38885,17523,2781
2020,28,"Misd. Assault",918,2020-07-13,7,47162,23195,3509
2020,28,"Murder",10,2020-07-13,7,359,210,54
2020,28,"Petit Larceny",1767,2020-07-13,7,85587,41616,6751
2020,28,"Rape",22,2020-07-13,7,1381,668,119
2020,28,"Robbery",233,2020-07-13,7,13392,6461,1040
2021,28,"Burglary",248,2021-07-12,7,13659,6166,972
2021,28,"Fel. Assault",496,2021-07-12,7,21578,11565,1976
2021,28,"G.L.A.",214,2021-07-12,7,9956,4800,915
2021,28,"Gr. Larceny",786,2021-07-12,7,35931,17952,2994
2021,28,"Misd. Assault",1028,2021-07-12,7,43820,23837,4100
2021,28,"Murder",9,2021-07-12,7,479,237,31
2021,28,"Petit Larceny",1702,2021-07-12,7,82431,42074,6838
2021,28,"Rape",26,2021-07-12,7,1267,662,117
2021,28,"Robbery",280,2021-07-12,7,13075,6433,1156
2022,28,"Burglary",306,2022-07-11,7,14938,8269,1257
2022,28,"Fel. Assault",598,2022-07-11,7,25393,13938,2414
2022,28,"G.L.A.",337,2022-07-11,7,12650,7055,1138
2022,28,"Gr. Larceny",1118,2022-07-11,7,50407,26334,4195
2022,28,"Misd. Assault",1151,2022-07-11,7,54387,30007,4554
2022,28,"Murder",15,2022-07-11,7,473,235,47
2022,28,"Petit Larceny",2499,2022-07-11,7,105805,60811,9665
2022,28,"Rape",33,2022-07-11,7,1345,731,117
2022,28,"Robbery",425,2022-07-11,7,16434,9056,1601
2023,28,"Burglary",279,2023-07-10,7,14949,7449,1370
2023,28,"Fel. Assault",601,2023-07-10,7,27022,14846,3043
2023,28,"G.L.A.",315,2023-07-10,7,14853,8165,1693
2023,28,"Gr. Larceny",966,2023-07-10,7,50612,26043,4890
2023,28,"Misd. Assault",1123,2023-07-10,7,55624,30874,5799
2023,28,"Murder",6,2023-07-10,7,401,207,38
2023,28,"Petit Larceny",2248,2023-07-10,7,113075,58243,11020
2023,28,"Rape",32,2023-07-10,7,1239,633,111
2023,28,"Robbery",316,2023-07-10,7,16859,8534,1740
2024,28,"Burglary",258,2024-07-08,7,12893,6766,1228
2024,28,"Fel. Assault",617,2024-07-08,7,28462,15741,3069
2024,28,"G.L.A.",338,2024-07-08,7,14758,7326,1530
2024,28,"Gr. Larceny",910,2024-07-08,7,46541,24719,4537
2024,28,"Misd. Assault",1291,2024-07-08,7,60341,33402,6466
2024,28,"Murder",10,2024-07-08,7,332,171,48
2024,28,"Petit Larceny",2094,2024-07-08,7,105524,56257,10679
2024,28,"Rape",21,2024-07-08,7,1140,674,122
2024,28,"Robbery",356,2024-07-08,7,17171,8893,1704
2025,28,"Murder",8,2025-07-14,7,277,125,26
2025,28,"Rape",53,2025-07-14,7,1732,1008,168
2025,28,"Robbery",335,2025-07-14,7,15123,7370,1260
2025,28,"Fel. Assault",539,2025-07-14,7,27785,14337,2160
2025,28,"Burglary",196,2025-07-14,7,11779,5829,859
2025,28,"Gr. Larceny",924,2025-07-14,7,44560,23184,3856
2025,28,"G.L.A.",297,2025-07-14,7,14078,7014,1244
2025,28,"Petit Larceny",2048,2025-07-14,7,107160,54665,8617
2025,28,"Misd. Assault",959,2025-07-14,7,50080,24261,3758
2006,29,"Burglary",468,2006-07-17,7,NA,12408,2255
2006,29,"Fel. Assault",413,2006-07-17,7,NA,9452,1908
